Virginia coal quality database (coal sample analyses) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analyses reported:  as-received ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data source:  raw data from USGS coal quality database / non-USGS collectors / Virginia scan and subset created 2006-01-18 (Hostettler),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
version:  release copy / data revised 2008-07-09 (Lovett) / format revised 2008-09-09 (Lovett),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
database inventory (all 375 samples accounted for - jal),,U.S. location and geologic setting,,,,"Regional location, coal bed name (in stratigraphic order), geologic formation, and VDMR Id. No. ",,,,,,"USGS Lab. No., location detail, and sample information",,,,,,,,,,,,,,,Proximate Analysis (%),,,,Ultimate Analysis (%),,,,,Heat,,Forms of Sulfur (%),,,,Ash-Fusion Temperature (F),,,,,Major- and Minor-Oxides (%),,,,,,,,,,,,Major- and Minor-Elements (ppm),,,,,,,,,Trace Elements (ppm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS supplemental data,,,
 Sample inventory [jal],Inventory notes (jal),CPROVINC,CREGION,SYSTEM,SER_EPOC,STATE,CFIELD,CBED,CFORMATN,ESTRANK,POINTID [modified to VDMR Id. No.2] ,LABID,USGS Lab No.,POINTID [modified to VDMR Field Id. No.2],LATITUDE1,NS,LONGITUDE1,EW,Quad Map Name,COUNTY,SAMPTHK,COMMENTS [USGS],SAMP_TYPE [VDMR (jal)]2,SAMPTYPE [USGS],SAMP_COND [VDMR (jal)]2,PART_OF_BED [VDMR (jal)]2,MOISTR,VOLMAT,FIXEDC,STDASH,HYDRGN,CARBON,NITRGN,OXYGEN,SULFUR,BTU/LB,ADLOSS,SLFATE,SLFPYR,SLFORG,FRESWL,ASHDEF,ASHSOF,ASHFLD,HGI [VDMR (jal)]2,COMPL_No [VDMR (jal)]2,GSASH,SIO2,AL2O3,CAO,MGO,MNO,NA2O,K2O,FE2O3,TIO2,P2O5,SO3,SI_E,AL_E,CA_E,MG_E,NA_E,K_E,FE_E,TI_E,S_E,AG_E,AS_E,AU_E,B_E,BA_E,BE_E,BI_E,BR_E,CD_E,CE_E,CL_E,CO_E,CR_E,CS_E,CU_E,DY_E,ER_E,EU_E,F_E,GA_E,GD_E,GE_E,HF_E,HG_E,HO_E,IN_E,IR_E,LA_E,LI_E,LU_E,MN_E,MO_E,NB_E,ND_E,NI_E,OS_E,P_E,PB_E,PD_E,PR_E,PT_E,RB_E,RE_E,RH_E,RU_E,SB_E,SC_E,SE_E,SM_E,SN_E,SR_E,TA_E,TB_E,TE_E,TH_E,TL_E,TM_E,U_E,V_E,W_E,Y_E,YB_E,ZN_E,ZR_E,,POINTID [USGS],COLLECTR,SUBDATE,IDMARPLOT       [end]
15 / 24,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,UPPER BANNER,NORTON,BITUMINOUS,R-7358,W,204161,89D-4,37.019049,N,-82.303893,W,NORA (7.5'),DICKENSON,26.28,"ST,MARTIN COAL CO",Surface mine,11,slightly weathered,Upper Split ,3.4,28.8,52,15.8,4.9,69.2,1.4,8,0.6,"12,383",2.7,0.01,0.16,0.4,7.5,"2,800","2,800","2,800", --- ,0.97,12,50,28,1.8,1,0.01,0.43,2.5,6,1.1,0.13,2.8,28000,18000,1600,720,380,2500,5000,780,1300,0.036,5.6,0.84,10,130,3.5,1.3,4.9,0.079,22,60,11,11,1,17,1.8,0.84,0.34,210,6.6,1.3,0.41,1.7,0.03,0.57,0.57,1.3,11,22,0.24,14,1,2.8,6.5,14,1.8,67,17,0.13,5.7,0.57,17,0.84,0.18,0.27,0.6,3.2,2.6,2.3,0.66,230,0.45,0.36,0,7.1,0.27,0.39,3.6,16,0.9,8.9,1.2,13,13,,R7358-89D-4,VADMR-WILKES G P,78/11/24,AAAAAAAAAAAA6032
16 / 24,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,UPPER BANNER,NORTON,BITUMINOUS,R-7545,W,209959,89C-10,37.013915,N,-82.431722,W,CANEY RIDGE (7.5'),DICKENSON,39.00,"UG,JIM K #3",Underground mine,11,slightly weathered,Full Thickness,2,31.7,60,6.3,5.1,79.7,1.5,6.7,0.6,"14,235",1.2,0.01,0.1,0.51,8.0,"2,490","2,580","2,710", --- ,0.84,6.4,46,29,2.3,1.6,0.04,0.89,1.8,8.1,1.1,0.04,2.1,14000,9900,1100,610,420,980,3600,420,540,0.012,1.6,0.45,14,110,1.5,0.45,2.3,0.016,15,130,4.1,6.2,0.3,9.6,0.99,1.3,0.28,60,3.2,1.3,0.28,0.7,0.08,0.3,0.3,0.67,8,13,0.05,22,0.9,2.4,9,9.6,0.99,13,10,0.045,3,0.21,35,0.45,0.099,0.099,0.4,1.9,3.4,1.5,0.77,190,0.27,0.36,0,5.3,0.21,0.21,3.9,9,0.5,5.4,0.7,3.1,15,,R7545-89C-10,VADMR-WILKES G P,80/04/18,AAAAAAAAAAAA6031
17 / 24,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,UPPER BANNER,NORTON,BITUMINOUS,R-7549,W,209963,89D-6,37.007813,N,-82.313253,W,NORA (7.5'),DICKENSON,29.40,"UG,LAMBERT COAL CO #42",Underground mine,1,fresh / unweathered,Lower Split,2,31.8,57.2,9,5.4,77,1.4,6.4,0.7,"13,619",0.9,0.01,0.06,0.58,8.0,"2,210","2,350","2,460", --- ,1.03,9.2,47,27,2,2,0.02,0.63,3.9,7.7,1.3,0.04,2.1,20000,13000,1400,1100,430,3000,5000,740,760,0.022,3.5,0.64,17,140,1.1,0.64,2.8,0.052,18,70,7.2,13,0.85,18,1.4,0.64,0.37,70,4.1,0.97,0.25,0.45,0.16,0.44,0.44,0.97,9.5,12,0.11,18,1,0.81,2.1,8.1,1.4,19,5.2,0.064,4.4,0.3,35,0.64,0.14,0.14,0.55,2.9,5.6,1.8,0.31,160,0.2,0.42,0,2.4,0.3,0.3,1.1,14,0.4,2.9,1,5.2,9.2,,R7549-89D-6,VADMR-WILKES G P,80/04/18,AAAAAAAAAAAA6030
18 / 24,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,UPPER BANNER,NORTON,BITUMINOUS,R-7596,W,210401,88C-11,37.026016,N,-82.214827,W,DUTY (7.5'),DICKENSON,29.40,"UG,CAMP BRANCH #2",Underground mine,1,fresh / unweathered,Full Thickness,1.5,33.1,50.5,14.9,5,70.5,1.3,6.1,2.2,"12,830",0.5,0.01,1.91,0.25,7.5,"2,390","2,490","2,600", --- ,3.43,11.1,32,22,2.2,0.75,0.04,0.12,0.63,34,0.69,0.03,3.1,17000,13000,1700,500,100,580,27000,460,1400,0.044,59,0.78,2.4,73,4.7,0.78,5.1,0.028,14,210,9.7,4.6,0.2,9.1,1.7,0.78,0.24,10,6.8,1.2,0.83,1.1,0.18,0.53,0.53,1.2,8,32,0.11,36,2.6,5.2,3.6,18,1.7,16,17,0.078,9.9,0.36,14,0.78,0.17,0.17,0.6,1.6,3.5,1.5,0,160,0.75,0.07,0,7.5,0.36,0.36,4.3,7.7,1.2,6.4,0.8,5.9,24,,R7596-88C-11,VADMR-WILKES G P,80/07/08,AAAAAAAAAAAA6034
19 / 24,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,UPPER BANNER,NORTON,BITUMINOUS,R-8490,W,215414,89A-5,37.145424,N,-82.330324,W,HAYSI (7.5'),DICKENSON,16.80,"UG,BIRD COAL CO #1",Underground mine,11,slightly weathered,Upper Split ,0.95,22.81,55.57,20.67,4.22,68.48,1.21,4.81,0.61,"11,960",0.11,0.04,0.1,0.47,6.0,"2,800","2,800","2,800", --- ,1.00,20.6,56,33,0.53,0.86,0.01,0.24,2.6,3.2,1.1,0.06,0.68,54000,36000,780,1100,370,4500,4600,1300,560,0.043,6.7,1.4,18,250,4.1,1.4,8.6,0.2,39,250,6.1,17,1.7,29,3.2,1.4,0.58,210,9.3,2.2,0.33,1.5,0.12,0.98,0.98,2.2,18,29,0.27,17,0.95,3.7,16,16,3.2,62,23,0.14,9.8,0.66,18,1.4,0.32,0.32,0.8,4.5,3.3,2.9,2.5,93,0.71,0.67,0,9.4,0.66,0.66,5.4,29,2.7,10,2,21,27,,R8490-89A-5,VADMR-WILKES G P,81/10/26,AAAAAAAAAAAA6048
20 / 24,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,UPPER BANNER,NORTON,BITUMINOUS,R-8491,W,215415,89A-6,37.145424,N,-82.330324,W,HAYSI (7.5'),DICKENSON,26.40,"UG,BIRD COAL CO #1",Underground mine,11,slightly weathered,Lower Split,0.76,27.79,67.8,3.65,4.98,83.59,1.58,5.12,1.08,"14,974",0.06,0.01,0.45,0.62,7.5,"2,200","2,340","2,480", --- ,1.47,3.7,36,26,2,1.1,0.02,0.76,0.79,26,1.7,0.11,2.3,6300,5100,520,250,210,240,6700,370,340,0.024,45,0.26,5.6,34,0.93,0.59,6,0.027,10,380,2.1,5.8,0.1,16,0.57,0.26,0.22,60,1.9,0.39,0.37,0.3,0.14,0.18,0.18,0.39,5,4.8,0.06,7.8,2,1,4.8,6.3,0.57,19,2.2,0.026,1.8,0.12,14,0.26,0.057,0.057,0.6,1.5,6.7,0.9,0.039,67,0.1,0.18,0,1.2,0.12,0.12,0.27,8.5,0.4,4.1,0.5,4.1,8.9,,R8491-89A-6,VADMR-WILKES G P,81/10/26,AAAAAAAAAAAA6049
21 / 24,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,UPPER BANNER,NORTON,BITUMINOUS,R-8824,W,238943,89C-14,37.093881,N,-82.442216,W,CANEY RIDGE (7.5'),DICKENSON,12.00,ROAD CUT,Road cut,11,weathered,Full Thickness,13.39,24.84,55.56,6.21,5.33,67.9,1.28,18.77,0.51,"11,707",8.57,0.02,0.01,0.48,1.5,"2,240","2,330","2,440",72,0.85,7.2,39,24,8.2,2.7,0.03,0.42,2.2,5.7,0.97,0.12,15,13000,9000,4200,1200,220,1300,2900,420,4300,0.079,1,0.34,6.2,290,1.9,1.1,8.1,0.035,11,330,12,7.8,0.54,18,1.6,1.8,0.27,100,5,1.9,3.7,0.46,0.003,0.37,0.11,0.5,6.1,8.6,0.079,21,1,1.7,9.4,17,0.5,37,3.7,0.034,1.3,0.076,18,0.5,0.076,0.023,0.82,2.4,1.2,1.3,0.94,43,0.19,0.17,0,1.8,0.5,0.16,0.71,14,1.8,8.6,0.66,7.9,19,,R8824-89C-14,VADMR-WILKES G P,86/12/02,AAAAAAAAAAAA6046
22 / 243,22 / 24 (see 29 - average of 22 + 23),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,UPPER BANNER,NORTON,BITUMINOUS,R-8937,W,246904,89A-14,37.147522,N,-82.317075,W,HAYSI (7.5'),DICKENSON,34.80,"UG,OLD RALPH #1",Underground mine,11,slightly weathered,Bench Sample,2.02,28.01,63.97,5.98,5.05,80.88,1.36,6.01,0.68,"14,335",1.37,0.04,0.02,0.61,7.9,"2,716","2,800","2,800", --- , --- ,6.41,49,30,1,1.1,0.01,0.68,2.1,7.5,1.2,0.07,2.1,15000,10000,470,410,320,1100,3400,450,550,0.038,3.1,0.31,6.1,77,1.8,0.99,9.5,0.034,13,470,6,8.1,0.74,16,0.45,0.21,0.32,38,3.8,0.99,0.43,0.53,0.003,0.42,0.31,0.45,7.4,12,0.12,7.3,1.9,1.4,12,10,0.45,20,4.8,0.031,0.8,0.067,18,0.45,0.067,0.045,0.72,2.5,2.6,1.8,0.91,91,0.19,0.21,0,2.4,0.45,0.14,1.6,14,0.71,6.7,0.85,3.7,12,,W246904-5,VADMR-WILKES G P,89/08/03,AAAAAAAAAAAA6050
23 / 243,23 / 24 (see 29 - average of 22 + 23),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,UPPER BANNER,NORTON,BITUMINOUS,R-8938,W,246905,89A-15,37.147522,N,-82.317075,W,HAYSI (7.5'),DICKENSON,25.20,"UG,OLD RALPH #1",Underground mine,11,slightly weathered,Bench Sample,2.02,28.01,63.97,5.98,5.05,80.88,1.36,6.01,0.68,"14,335",1.37,0.04,0.02,0.61,7.9,"2,716","2,800","2,800", --- , --- ,6.41,49,30,1,1.1,0.01,0.68,2.1,7.5,1.2,0.07,2.1,15000,10000,470,410,320,1100,3400,450,550,0.038,3.1,0.31,6.1,77,1.8,0.99,9.5,0.034,13,470,6,8.1,0.74,16,0.45,0.21,0.32,38,3.8,0.99,0.43,0.53,0.003,0.42,0.31,0.45,7.4,12,0.12,7.3,1.9,1.4,12,10,0.45,20,4.8,0.031,0.8,0.067,18,0.45,0.067,0.045,0.72,2.5,2.6,1.8,0.91,91,0.19,0.21,0,2.4,0.45,0.14,1.6,14,0.71,6.7,0.85,3.7,12,,W246904-5,VADMR-WILKES G P,89/08/03,AAAAAAAAAAAA6050
24 / 24,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,UPPER BANNER,NORTON,BITUMINOUS,R-8939,W,246906,89A-16,37.147522,N,-82.317075,W,HAYSI (7.5'),DICKENSON,12.00,"UG,OLD RALPH #1",Underground mine,11,slightly weathered,Bench Sample,1.54,24.89,59.76,13.81,4.62,73.86,1.23,5.75,0.73,"13,003",0.85,0.11,0.03,0.59,7.5,"2,800","2,800","2,800",72,1.08,14,56,31,0.5,0.9,0.01,0.31,2.8,4.3,1.1,0.04,1.6,36000,23000,500,760,320,3300,4200,960,870,0.057,5,0.67,9.9,240,3.8,2.2,8.8,0.043,30,330,8.7,17,1.8,31,0.98,0.45,0.62,80,8.4,2.2,0.64,1.3,0.003,0.57,0.67,0.98,18,25,0.25,13,2.2,3.4,21,21,0.98,24,14,0.067,1.1,0.15,26,0.98,0.15,0.098,1.1,4.7,3.1,3.8,3.8,100,0.52,0.44,0,7.4,0.98,0.31,4.8,24,1.6,12,1.8,13,22,,R8939-89A-16,VADMR-WILKES G P,89/08/03,AAAAAAAAAAAA6051
253,25 (average of 1 + 2),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,UPPER BANNER,NORTON,BITUMINOUS,W191328-9,W,AVE 2,W191328-9,36.976262,N,-82.477676,W,COEBURN (7.5'),WISE,45.36,"ST,LITTLE B COAL CO",[Surface mine],11,[slightly weathered],[Average of 2 Bench Samples],1.59,34.81,58.98,4.6,5.4,80.78,1.37,7.3,0.53,"14,476",0,0.02,0.03,0.49,8.8,"2,508","2,726","2,761", [---] , [---] ,4.62,45,33,2.1,1.1,0.01,1,1.9,9.4,0.97,0.04,4.3,9700,8000,690,310,350,730,3000,270,790,0.051,2.4,0.65,18,86,2.5,1.4,2.9,0.042,14,0,4.5,6.1,0.27,12,2.1,0.95,0.23,34,2.8,1.1,0.3,0.47,0.11,0.45,0.45,0.97,6.3,7.5,0.12,5.3,2.2,1.7,12,7,0.65,9.7,5.1,0.097,4.5,0.45,8.9,0.65,0.065,0.21,0.26,1.7,2.5,1.5,1,160,0.19,0.27,0,2.1,0.65,0.3,1.3,11,0.78,8.2,0.69,3.6,13,,W191328-9,VADMR-HENDERSON J A,76/02/20,AAAAAAAAAAAA6028
263,26 (average of 3 + 4),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,UPPER BANNER,NORTON,BITUMINOUS,W200128-9,W,AVE 2,W200128-9,37.004250,N,-82.430636,W,CANEY RIDGE (7.5'),DICKENSON,110.16,"ST,MONAHAN MINING INC",[Surface mine],11,[slightly weathered],[Average of 2 Bench Samples],2.18,27.35,52.26,18.19,4.66,68.6,1.5,6.44,0.64,"12,176",1.09,0,0.1,0.54,8.2,"2,508","2,632","2,675", [---] , [---] ,17.14,50,30,1.4,1.3,0.01,0.68,3,4.4,1,0.03,1.8,40000,28000,1800,1400,870,4200,5300,1000,1300,0.026,4.8,1.2,44,190,2.4,1.8,2.6,0.048,27,110,3.8,19,2.2,17,3.2,1.2,0.42,310,10,2.5,0.37,1.4,0.024,1.3,0.82,1.8,15,45,0.2,19,1.2,8.9,16,12,2.6,22,13,0.18,8.2,0.82,37,1.2,0.26,0.38,0.65,4.8,5.5,2.6,0.98,200,0.47,0.28,0,8.1,0.38,0.55,0,36,1.1,14,1.1,10,110,,W200128-9,VADMR-HENDERSON J A,78/08/18,AAAAAAAAAAAA6029
273,27 (average of 5 + 6 + 7),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,UPPER BANNER,NORTON,BITUMINOUS,W192698-700,W,AVE 3,W192698-700,37.037122,N,-82.481437,W,CANEY RIDGE (7.5'),DICKENSON,41.04,"ST,DFH COAL CO",[Surface mine],11,[slightly weathered],[Average of 3 Bench Samples],2.57,27.24,62.94,7.22,5.1,79.03,1.58,6.22,0.9,"14,064",1.83,0,0.23,0.58,8.1,"2,666","2,714","2,752", [---] , [---] ,6.99,48,30,2,0.67,0.01,0.25,1.7,9,1.3,0.13,2.8,16000,11000,990,280,130,990,4400,540,790,0.035,5.8,0.49,9,49,2.4,1.1,5.4,0.052,16,0,8.7,7.7,0.46,18,1.9,0.95,0.33,39,4.5,1.1,0.58,0.82,0.11,0.43,0.33,0.73,8.4,16,0.17,7.1,2.4,2.6,7.6,9.8,0.49,38,12,0.073,3.3,0.33,13,0.49,0.049,0.16,1.1,2.7,3.2,1.7,1.2,66,0.34,0.32,0,5.2,0.49,0.23,3.6,9.7,0.83,6.6,0.87,5.9,12,,W192698-700,VADMR-HENDERSON J A,76/07/16,AAAAAAAAAAAA6038
283,28 (average of 8 + 9),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,UPPER BANNER,NORTON,BITUMINOUS,W193945-6,W,AVE 2,W193945-6,37.117889,N,-81.986546,W,HONAKER (7.5'),RUSSELL,56.16,"ST,BIG FORK COAL CO",[Surface mine],11,[slightly weathered],[Average of 2 Bench Samples],2.56,31.96,58.52,6.94,5.3,79.02,1.5,6.48,0.74,"14,080",1.51,0.02,0.19,0.54,8.5,"2,573","2,682","2,786", [---] , [---] ,7.06,49,24,2.4,1.2,0.02,0.69,0.69,8.4,1.9,0.08,4.1,16000,9000,1200,490,360,410,4200,810,1200,0.028,3.8,0.49,13,79,1.5,1.1,5.2,0.022,15,0,4.9,11,0.24,16,1.6,0.88,0.29,31,2.2,1.1,0.39,0.73,0.038,0.34,0.34,0.74,8.9,12,0.12,11,1.1,2.4,9,6.2,0.49,26,3.1,0.074,3.4,0.34,13,0.49,0.049,0.16,0.33,2.5,2.4,1.4,0.67,120,0.18,0.21,0,2.4,0.49,0.23,1.2,12,0.63,8,0.72,3.2,32,,W193945-6,VADMR-HENDERSON J A,76/11/01,AAAAAAAAAAAA6047
293,29 (average of 22 + 23),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,UPPER BANNER,NORTON,BITUMINOUS,W246904-5,W,AVE 2,W246904-5,37.147522,N,-82.317075,W,HAYSI (7.5'),DICKENSON,60.00,"UG,OLD RALPH #1",[Underground mine],11,[slightly weathered],[Average of 2 Bench Samples],2.02,28.01,63.97,5.98,5.05,80.88,1.36,6.01,0.68,"14,335",1.37,0.04,0.02,0.61,7.9,"2,716","2,800","2,800", [---] , [---] ,6.41,49,30,1,1.1,0.01,0.68,2.1,7.5,1.2,0.07,2.1,15000,10000,470,410,320,1100,3400,450,550,0.038,3.1,0.31,6.1,77,1.8,0.99,9.5,0.034,13,470,6,8.1,0.74,16,0.45,0.21,0.32,38,3.8,0.99,0.43,0.53,0.003,0.42,0.31,0.45,7.4,12,0.12,7.3,1.9,1.4,12,10,0.45,20,4.8,0.031,0.8,0.067,18,0.45,0.067,0.045,0.72,2.5,2.6,1.8,0.91,91,0.19,0.21,0,2.4,0.45,0.14,1.6,14,0.71,6.7,0.85,3.7,12,,W246904-5,VADMR-WILKES G P,89/08/03,AAAAAAAAAAAA6050
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 / 213,1 / 21 (see 22 - average of 1 + 2),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,SPLASHDAM,NORTON,BITUMINOUS,R-6876,W,193671,118C-1,37.277213,N,-82.173391,W,HARMAN (7.5'),BUCHANAN,36.12,"ST,HARMAN MINING CORP",Surface mine,11,slightly weathered,Bench Sample,2.74,26.95,59.17,11.13,4.91,74.89,1.5,6.39,1.16,"13,320",1.83,0.14,0.36,0.6,8.7,"2,531","2,644","2,747", --- , --- ,7.8,58,23,0.63,0.57,0.01,0.69,2.7,8.2,1.9,0.06,0.92,21000,9400,350,270,400,1700,4500,900,290,0.016,13,0.55,12,49,1.4,1.2,13,0.053,12,0,4.7,14,0.76,11,1.7,0.55,0.27,61,3.4,0.78,1.7,1,0.074,0.37,0.37,0.82,7.6,9.2,0.15,11,1.2,2.1,3.9,4.6,0.55,24,5.6,0.082,3.7,0.37,14,0.55,0.055,0.17,0.84,2.4,1.7,1.2,0.37,39,0.23,0.23,0,2,0.91,0.25,1.5,12,0.78,3.8,0.85,4.8,16,,W193671-2,VADMR-HENDERSON J A,76/09/08,AAAAAAAAAAAA5989
2 / 213,2 / 21 (see 22 - average of 1 + 2),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,SPLASHDAM,NORTON,BITUMINOUS,R-6877,W,193672,118C-2,38.277213,N,-81.173391,W,HARMAN (7.5'),BUCHANAN,34.80,"ST,HARMAN MINING CORP",Surface mine,11,slightly weathered,Bench Sample,2.74,26.95,59.17,11.13,4.91,74.89,1.5,6.39,1.16,"13,320",1.83,0.14,0.36,0.6,8.7,"2,531","2,644","2,747", --- , --- ,7.8,58,23,0.63,0.57,0.01,0.69,2.7,8.2,1.9,0.06,0.92,21000,9400,350,270,400,1700,4500,900,290,0.016,13,0.55,12,49,1.4,1.2,13,0.053,12,0,4.7,14,0.76,11,1.7,0.55,0.27,61,3.4,0.78,1.7,1,0.074,0.37,0.37,0.82,7.6,9.2,0.15,11,1.2,2.1,3.9,4.6,0.55,24,5.6,0.082,3.7,0.37,14,0.55,0.055,0.17,0.84,2.4,1.7,1.2,0.37,39,0.23,0.23,0,2,0.91,0.25,1.5,12,0.78,3.8,0.85,4.8,16,,W193671-2,VADMR-HENDERSON J A,76/09/08,AAAAAAAAAAAA5989
3 / 21,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,SPLASHDAM,NORTON,BITUMINOUS,R-7552,W,210393,89D-9,37.030158,N,-82.335512,W,NORA (7.5'),DICKENSON,47.40,"UG,EMNI COAL CO #1",Underground mine,11,slightly weathered,Full Thickness,2,29.6,59.3,9.1,5.2,77,1.5,6.3,1,"13,822",1.1,0.01,0.28,0.73,8.5,"2,340","2,470","2,590", --- ,1.45,12.3,49,26,2,1.2,0.05,0.46,3.4,9.5,1.5,0.11,2.7,28000,17000,1700,900,420,3500,8200,1100,1300,0.031,5.8,0.86,17,150,1.5,0.86,4.4,0.098,17,70,6.8,15,1.2,17,1.9,0.86,0.42,40,6.3,1.3,0.46,0.8,0.045,0.59,0.59,1.3,11,23,0.16,48,2.6,2,2.8,14,1.9,59,7.4,0.086,5.9,0.4,20,0.86,0.19,0.19,1.2,4.1,3.5,1.6,0.6,200,0.28,0.41,0,3.1,0.4,0.4,1.3,21,0.7,4.2,1.2,15,14,,R7552-89D-9,VADMR-WILKES G P,80/07/08,AAAAAAAAAAAA5984
4 / 21,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,SPLASHDAM,NORTON,BITUMINOUS,R-7553,W,210394,89D-10,37.001308,N,-82.327047,W,NORA (7.5'),DICKENSON,28.80,"UG,ROCKY COAL CO #1",Underground mine,11,slightly weathered,Full Thickness,1.9,33.5,55,9.6,5.3,75.4,1.4,6.5,1.8,"13,599",0.7,0.14,1.03,0.66,8.5,"1,900","2,090","2,240", --- ,2.65,11.9,44,20,2.8,1.4,0.02,0.53,3.2,18,1.3,0.05,4.2,25000,13000,2400,990,460,3100,15000,930,2000,0.044,12,0.83,19,130,0.69,0.83,3.3,0.06,15,70,2.2,14,2,9.3,1.8,0.83,0.26,30,4.9,1.2,0.51,0.9,0.06,0.57,0.57,1.2,9,18,0.11,21,0.62,2.5,2.7,6.7,1.8,27,3.1,0.083,5.7,0.38,31,0.83,0.18,0.18,1.2,3.1,4.4,1.1,0.12,190,0.28,0.18,0,2.4,0.38,0.38,0.86,12,0.5,3.2,0.8,9.8,14,,R7553-89D-10,VADMR-WILKES G P,80/07/08,AAAAAAAAAAAA5981
